"year","ethnicity","gender","demographic","wages"
2002,"white",NA,"high_school",22.37
2003,"white",NA,"high_school",22.38
2004,"white",NA,"high_school",22.31
2005,"white",NA,"high_school",22.09
2006,"white",NA,"high_school",22.17
2007,"white",NA,"high_school",22.1
2008,"white",NA,"high_school",22.01
2009,"white",NA,"high_school",22.51
2010,"white",NA,"high_school",22.11
2011,"white",NA,"high_school",21.89
2012,"white",NA,"high_school",21.77
2013,"white",NA,"high_school",21.54
2014,"white",NA,"high_school",21.65
2015,"white",NA,"high_school",22.12
2016,"white",NA,"high_school",22.37
2017,"white",NA,"high_school",22.71
2018,"white",NA,"high_school",23.02
2019,"white",NA,"high_school",22.94
2020,"white",NA,"high_school",24
2021,"white",NA,"high_school",23.6
2022,"white",NA,"high_school",23.31
1973,"white",NA,"less_than_hs",18.67
1974,"white",NA,"less_than_hs",18.15
1975,"white",NA,"less_than_hs",17.83
1976,"white",NA,"less_than_hs",17.89
1977,"white",NA,"less_than_hs",18.09
1978,"white",NA,"less_than_hs",17.88
1979,"white",NA,"less_than_hs",18.48
1980,"white",NA,"less_than_hs",17.94
1981,"white",NA,"less_than_hs",17.6
1982,"white",NA,"less_than_hs",17.23
1983,"white",NA,"less_than_hs",16.92
1984,"white",NA,"less_than_hs",16.7
1985,"white",NA,"less_than_hs",16.6
1986,"white",NA,"less_than_hs",16.56
1987,"white",NA,"less_than_hs",16.17
1988,"white",NA,"less_than_hs",16.32
1989,"white",NA,"less_than_hs",15.93
1990,"white",NA,"less_than_hs",15.52
1991,"white",NA,"less_than_hs",15.56
1992,"white",NA,"less_than_hs",15.31
1993,"white",NA,"less_than_hs",15.08
1994,"white",NA,"less_than_hs",14.72
1995,"white",NA,"less_than_hs",14.4
1996,"white",NA,"less_than_hs",14.25
1997,"white",NA,"less_than_hs",14.44
1998,"white",NA,"less_than_hs",15.01
1999,"white",NA,"less_than_hs",14.97
2000,"white",NA,"less_than_hs",14.92
2001,"white",NA,"less_than_hs",15.17
2002,"white",NA,"less_than_hs",15.48
2003,"white",NA,"less_than_hs",15.49
2004,"white",NA,"less_than_hs",15.26
2005,"white",NA,"less_than_hs",15.19
2006,"white",NA,"less_than_hs",15.08
2007,"white",NA,"less_than_hs",15.36
2008,"white",NA,"less_than_hs",15.25
2009,"white",NA,"less_than_hs",15.62
2010,"white",NA,"less_than_hs",15.2
2011,"white",NA,"less_than_hs",15.18
2012,"white",NA,"less_than_hs",15.28
2013,"white",NA,"less_than_hs",14.76
2014,"white",NA,"less_than_hs",14.92
2015,"white",NA,"less_than_hs",15.34
2016,"white",NA,"less_than_hs",15.38
2017,"white",NA,"less_than_hs",15.96
2018,"white",NA,"less_than_hs",16.05
2019,"white",NA,"less_than_hs",15.89
2020,"white",NA,"less_than_hs",17.01
2021,"white",NA,"less_than_hs",16.2
2022,"white",NA,"less_than_hs",15.7
1973,"white",NA,"some_college",24.43
1974,"white",NA,"some_college",23.68
1975,"white",NA,"some_college",23.66
1976,"white",NA,"some_college",23.79
1977,"white",NA,"some_college",23.29
1978,"white",NA,"some_college",23.59
1979,"white",NA,"some_college",23.56
1980,"white",NA,"some_college",23.09
1981,"white",NA,"some_college",22.79
1982,"white",NA,"some_college",22.83
1983,"white",NA,"some_college",22.64
1984,"white",NA,"some_college",22.75
1985,"white",NA,"some_college",23.06
1986,"white",NA,"some_college",23.56
1987,"white",NA,"some_college",23.69
1988,"white",NA,"some_college",23.48
1989,"white",NA,"some_college",23.09
1990,"white",NA,"some_college",23.09
1991,"white",NA,"some_college",22.97
1992,"white",NA,"some_college",22.76
1993,"white",NA,"some_college",22.83
1994,"white",NA,"some_college",22.81
1995,"white",NA,"some_college",22.6
1996,"white",NA,"some_college",22.86
1997,"white",NA,"some_college",23.29
1998,"white",NA,"some_college",23.74
1999,"white",NA,"some_college",24.18
2000,"white",NA,"some_college",24.45
2001,"white",NA,"some_college",24.93
2002,"white",NA,"some_college",25.15
2003,"white",NA,"some_college",24.96
2004,"white",NA,"some_college",24.97
2005,"white",NA,"some_college",24.6
2006,"white",NA,"some_college",24.53
2007,"white",NA,"some_college",24.7
2008,"white",NA,"some_college",24.37
2009,"white",NA,"some_college",24.73
2010,"white",NA,"some_college",24.46
2011,"white",NA,"some_college",23.83
2012,"white",NA,"some_college",23.63
2013,"white",NA,"some_college",23.69
2014,"white",NA,"some_college",23.7
2015,"white",NA,"some_college",24.52
2016,"white",NA,"some_college",24.61
2017,"white",NA,"some_college",24.65
2018,"white",NA,"some_college",25.15
2019,"white",NA,"some_college",25.47
2020,"white",NA,"some_college",26.9
2021,"white",NA,"some_college",26.29
2022,"white",NA,"some_college",26.28
1973,NA,"men","advanced_degree",40.09
1974,NA,"men","advanced_degree",41.03
1975,NA,"men","advanced_degree",40.86
1976,NA,"men","advanced_degree",40.31
1977,NA,"men","advanced_degree",40.56
1978,NA,"men","advanced_degree",40.89
1979,NA,"men","advanced_degree",39.52
1980,NA,"men","advanced_degree",39
1981,NA,"men","advanced_degree",38.72
1982,NA,"men","advanced_degree",39.95
1983,NA,"men","advanced_degree",40.53
1984,NA,"men","advanced_degree",41.3
1985,NA,"men","advanced_degree",42.75
1986,NA,"men","advanced_degree",44.72
1987,NA,"men","advanced_degree",45.58
1988,NA,"men","advanced_degree",46.35
1989,NA,"men","advanced_degree",44.02
1990,NA,"men","advanced_degree",44.6
1991,NA,"men","advanced_degree",45.38
1992,NA,"men","advanced_degree",45.58
1993,NA,"men","advanced_degree",46.08
1994,NA,"men","advanced_degree",47.61
1995,NA,"men","advanced_degree",47.93
1996,NA,"men","advanced_degree",47.89
1997,NA,"men","advanced_degree",48.47
1998,NA,"men","advanced_degree",49.41
1999,NA,"men","advanced_degree",51.52
2000,NA,"men","advanced_degree",51.48
2001,NA,"men","advanced_degree",51.54
2002,NA,"men","advanced_degree",53.17
2003,NA,"men","advanced_degree",52.49
2004,NA,"men","advanced_degree",53.92
2005,NA,"men","advanced_degree",53.29
2006,NA,"men","advanced_degree",53.5
2007,NA,"men","advanced_degree",53.61
2008,NA,"men","advanced_degree",54.06
2009,NA,"men","advanced_degree",56.35
2010,NA,"men","advanced_degree",55.87
2011,NA,"men","advanced_degree",54.15
2012,NA,"men","advanced_degree",56.26
2013,NA,"men","advanced_degree",56.35
2014,NA,"men","advanced_degree",54.63
2015,NA,"men","advanced_degree",56.32
2016,NA,"men","advanced_degree",57.71
2017,NA,"men","advanced_degree",56.77
2018,NA,"men","advanced_degree",59.73
2019,NA,"men","advanced_degree",59.93
2020,NA,"men","advanced_degree",62.7
2021,NA,"men","advanced_degree",63.52
2022,NA,"men","advanced_degree",63.51
1973,NA,"men","bachelors_degree",37.69
1974,NA,"men","bachelors_degree",36.62
1975,NA,"men","bachelors_degree",36.21
1976,NA,"men","bachelors_degree",36.42
1977,NA,"men","bachelors_degree",36.09
1978,NA,"men","bachelors_degree",35.92
1979,NA,"men","bachelors_degree",35.72
1980,NA,"men","bachelors_degree",35.16
1981,NA,"men","bachelors_degree",35.41
1982,NA,"men","bachelors_degree",35.8
1983,NA,"men","bachelors_degree",36.21
1984,NA,"men","bachelors_degree",36.63
1985,NA,"men","bachelors_degree",37
1986,NA,"men","bachelors_degree",38.52
1987,NA,"men","bachelors_degree",39.07
1988,NA,"men","bachelors_degree",39.34
1989,NA,"men","bachelors_degree",36.6
1990,NA,"men","bachelors_degree",36.77
1991,NA,"men","bachelors_degree",36.36
1992,NA,"men","bachelors_degree",36.38
1993,NA,"men","bachelors_degree",36.37
1994,NA,"men","bachelors_degree",36.89
1995,NA,"men","bachelors_degree",37.07
1996,NA,"men","bachelors_degree",36.8
1997,NA,"men","bachelors_degree",37.84
1998,NA,"men","bachelors_degree",39.63
1999,NA,"men","bachelors_degree",40.71
2000,NA,"men","bachelors_degree",41.41
2001,NA,"men","bachelors_degree",42.14
2002,NA,"men","bachelors_degree",42.36
2003,NA,"men","bachelors_degree",42.18
2004,NA,"men","bachelors_degree",41.74
2005,NA,"men","bachelors_degree",41.96
2006,NA,"men","bachelors_degree",41.97
2007,NA,"men","bachelors_degree",42.55
2008,NA,"men","bachelors_degree",42.34
2009,NA,"men","bachelors_degree",43.04
2010,NA,"men","bachelors_degree",42.71
2011,NA,"men","bachelors_degree",41.41
2012,NA,"men","bachelors_degree",42.25
2013,NA,"men","bachelors_degree",42.34
2014,NA,"men","bachelors_degree",41.14
2015,NA,"men","bachelors_degree",43.47
2016,NA,"men","bachelors_degree",44.98
2017,NA,"men","bachelors_degree",44.5
2018,NA,"men","bachelors_degree",44.97
2019,NA,"men","bachelors_degree",45.74
2020,NA,"men","bachelors_degree",48.15
2021,NA,"men","bachelors_degree",47.83
2022,NA,"men","bachelors_degree",49.01
1973,NA,"men","high_school",26.9
1974,NA,"men","high_school",26.15
1975,NA,"men","high_school",26.02
1976,NA,"men","high_school",26.14
1977,NA,"men","high_school",25.97
1978,NA,"men","high_school",25.97
1979,NA,"men","high_school",26.04
1980,NA,"men","high_school",25.18
1981,NA,"men","high_school",24.84
1982,NA,"men","high_school",24.64
1983,NA,"men","high_school",24.33
1984,NA,"men","high_school",24.06
1985,NA,"men","high_school",24.14
1986,NA,"men","high_school",24.24
1987,NA,"men","high_school",24.17
1988,NA,"men","high_school",24.18
1989,NA,"men","high_school",23.31
1990,NA,"men","high_school",22.69
1991,NA,"men","high_school",22.49
1992,NA,"men","high_school",22.32
1993,NA,"men","high_school",22.18
1994,NA,"men","high_school",22.39
1995,NA,"men","high_school",22.2
1996,NA,"men","high_school",22.11
1997,NA,"men","high_school",22.58
1998,NA,"men","high_school",22.99
1999,NA,"men","high_school",23.31
2000,NA,"men","high_school",23.48
2001,NA,"men","high_school",23.67
2002,NA,"men","high_school",23.92
2003,NA,"men","high_school",23.89
2004,NA,"men","high_school",23.74
2005,NA,"men","high_school",23.34
2006,NA,"men","high_school",23.55
2007,NA,"men","high_school",23.39
2008,NA,"men","high_school",23.3
2009,NA,"men","high_school",23.74
2010,NA,"men","high_school",23.28
2011,NA,"men","high_school",22.81
2012,NA,"men","high_school",22.65
2013,NA,"men","high_school",22.28
2014,NA,"men","high_school",22.4
2015,NA,"men","high_school",22.93
2016,NA,"men","high_school",23.01
2017,NA,"men","high_school",23.47
2018,NA,"men","high_school",23.72
2019,NA,"men","high_school",23.99
2020,NA,"men","high_school",25.09
2021,NA,"men","high_school",24.36
2022,NA,"men","high_school",24.08
1973,NA,"men","less_than_hs",21.18
1974,NA,"men","less_than_hs",20.63
1975,NA,"men","less_than_hs",20
1976,NA,"men","less_than_hs",20.36
1977,NA,"men","less_than_hs",20.43
1978,NA,"men","less_than_hs",20.1
1979,NA,"men","less_than_hs",20.74
1980,NA,"men","less_than_hs",20.08
1981,NA,"men","less_than_hs",19.64
1982,NA,"men","less_than_hs",19.34
1983,NA,"men","less_than_hs",18.89
1984,NA,"men","less_than_hs",18.66
1985,NA,"men","less_than_hs",18.46
1986,NA,"men","less_than_hs",18.44
1987,NA,"men","less_than_hs",18.05
1988,NA,"men","less_than_hs",18.02
1989,NA,"men","less_than_hs",17.63
1990,NA,"men","less_than_hs",16.9
1991,NA,"men","less_than_hs",16.66
1992,NA,"men","less_than_hs",16.42
1993,NA,"men","less_than_hs",16.09
1994,NA,"men","less_than_hs",15.72
1995,NA,"men","less_than_hs",15.39
1996,NA,"men","less_than_hs",15.45
1997,NA,"men","less_than_hs",15.44
1998,NA,"men","less_than_hs",16.04
1999,NA,"men","less_than_hs",16.16
2000,NA,"men","less_than_hs",16.13
2001,NA,"men","less_than_hs",16.23
2002,NA,"men","less_than_hs",16.7
2003,NA,"men","less_than_hs",16.79
2004,NA,"men","less_than_hs",16.66
2005,NA,"men","less_than_hs",16.46
2006,NA,"men","less_than_hs",16.31
2007,NA,"men","less_than_hs",16.6
2008,NA,"men","less_than_hs",16.56
2009,NA,"men","less_than_hs",16.91
2010,NA,"men","less_than_hs",16.32
2011,NA,"men","less_than_hs",16.16
2012,NA,"men","less_than_hs",16.15
2013,NA,"men","less_than_hs",15.86
2014,NA,"men","less_than_hs",15.95
2015,NA,"men","less_than_hs",16.63
2016,NA,"men","less_than_hs",16.95
2017,NA,"men","less_than_hs",17.63
2018,NA,"men","less_than_hs",17.7
2019,NA,"men","less_than_hs",17.55
2020,NA,"men","less_than_hs",18.76
2021,NA,"men","less_than_hs",18.34
2022,NA,"men","less_than_hs",17.99
1973,NA,"men","some_college",27.67
1974,NA,"men","some_college",26.79
1975,NA,"men","some_college",26.93
1976,NA,"men","some_college",27.1
1977,NA,"men","some_college",26.7
1978,NA,"men","some_college",27.14
1979,NA,"men","some_college",27.18
1980,NA,"men","some_college",26.63
1981,NA,"men","some_college",26.24
1982,NA,"men","some_college",26.22
1983,NA,"men","some_college",26.04
1984,NA,"men","some_college",25.97
1985,NA,"men","some_college",26.25
1986,NA,"men","some_college",27.04
1987,NA,"men","some_college",27.02
1988,NA,"men","some_college",26.71
1989,NA,"men","some_college",25.78
1990,NA,"men","some_college",25.75
1991,NA,"men","some_college",25.46
1992,NA,"men","some_college",24.95
1993,NA,"men","some_college",24.84
1994,NA,"men","some_college",24.89
1995,NA,"men","some_college",24.78
1996,NA,"men","some_college",24.79
1997,NA,"men","some_college",25.33
1998,NA,"men","some_college",25.86
1999,NA,"men","some_college",26.34
2000,NA,"men","some_college",26.78
2001,NA,"men","some_college",27.12
2002,NA,"men","some_college",27.1
2003,NA,"men","some_college",27.04
2004,NA,"men","some_college",27.03
2005,NA,"men","some_college",26.49
2006,NA,"men","some_college",26.39
2007,NA,"men","some_college",26.66
2008,NA,"men","some_college",26.32
2009,NA,"men","some_college",26.75
2010,NA,"men","some_college",26.24
2011,NA,"men","some_college",25.34
2012,NA,"men","some_college",25.05
2013,NA,"men","some_college",25.07
2014,NA,"men","some_college",24.96
2015,NA,"men","some_college",25.99
2016,NA,"men","some_college",25.98
2017,NA,"men","some_college",25.91
2018,NA,"men","some_college",26.61
2019,NA,"men","some_college",26.99
2020,NA,"men","some_college",28.55
2021,NA,"men","some_college",27.96
2022,NA,"men","some_college",27.96
1973,NA,"women","advanced_degree",32.73
1974,NA,"women","advanced_degree",30.78
1975,NA,"women","advanced_degree",32.14
1976,NA,"women","advanced_degree",31.05
1977,NA,"women","advanced_degree",30.33
1978,NA,"women","advanced_degree",30
1979,NA,"women","advanced_degree",28.83
1980,NA,"women","advanced_degree",28.47
1981,NA,"women","advanced_degree",28.51
1982,NA,"women","advanced_degree",28.81
1983,NA,"women","advanced_degree",29.65
1984,NA,"women","advanced_degree",30.55
1985,NA,"women","advanced_degree",30.9
1986,NA,"women","advanced_degree",32.03
1987,NA,"women","advanced_degree",32.69
1988,NA,"women","advanced_degree",32.97
1989,NA,"women","advanced_degree",33.54
1990,NA,"women","advanced_degree",33.14
1991,NA,"women","advanced_degree",34.11
1992,NA,"women","advanced_degree",34.82
1993,NA,"women","advanced_degree",35.48
1994,NA,"women","advanced_degree",38.13
1995,NA,"women","advanced_degree",37.21
1996,NA,"women","advanced_degree",37.61
1997,NA,"women","advanced_degree",37.8
1998,NA,"women","advanced_degree",38.56
1999,NA,"women","advanced_degree",39.36
2000,NA,"women","advanced_degree",39.36
2001,NA,"women","advanced_degree",39.94
2002,NA,"women","advanced_degree",40.55
2003,NA,"women","advanced_degree",40.38
2004,NA,"women","advanced_degree",40.32
2005,NA,"women","advanced_degree",40.39
2006,NA,"women","advanced_degree",40.46
2007,NA,"women","advanced_degree",40.68
2008,NA,"women","advanced_degree",40.9
2009,NA,"women","advanced_degree",41.8
2010,NA,"women","advanced_degree",41.73
2011,NA,"women","advanced_degree",41.18
2012,NA,"women","advanced_degree",40.83
2013,NA,"women","advanced_degree",41.03
2014,NA,"women","advanced_degree",40.34
2015,NA,"women","advanced_degree",41.16
2016,NA,"women","advanced_degree",42.17
2017,NA,"women","advanced_degree",42.75
2018,NA,"women","advanced_degree",43.19
2019,NA,"women","advanced_degree",44.22
2020,NA,"women","advanced_degree",46.04
2021,NA,"women","advanced_degree",44.8
2022,NA,"women","advanced_degree",44.34
1973,NA,"women","bachelors_degree",25.5
1974,NA,"women","bachelors_degree",24.7
1975,NA,"women","bachelors_degree",24.44
1976,NA,"women","bachelors_degree",24.52
1977,NA,"women","bachelors_degree",23.88
1978,NA,"women","bachelors_degree",23.65
1979,NA,"women","bachelors_degree",23.26
1980,NA,"women","bachelors_degree",22.96
1981,NA,"women","bachelors_degree",22.94
1982,NA,"women","bachelors_degree",23.57
1983,NA,"women","bachelors_degree",23.75
1984,NA,"women","bachelors_degree",24.11
1985,NA,"women","bachelors_degree",24.69
1986,NA,"women","bachelors_degree",25.45
1987,NA,"women","bachelors_degree",26.11
1988,NA,"women","bachelors_degree",26.37
1989,NA,"women","bachelors_degree",26.48
1990,NA,"women","bachelors_degree",27.07
1991,NA,"women","bachelors_degree",26.92
1992,NA,"women","bachelors_degree",27.51
1993,NA,"women","bachelors_degree",27.58
1994,NA,"women","bachelors_degree",28.08
1995,NA,"women","bachelors_degree",28.21
1996,NA,"women","bachelors_degree",27.98
1997,NA,"women","bachelors_degree",28.84
1998,NA,"women","bachelors_degree",30.01
1999,NA,"women","bachelors_degree",30.53
2000,NA,"women","bachelors_degree",31.19
2001,NA,"women","bachelors_degree",31.72
2002,NA,"women","bachelors_degree",32.01
2003,NA,"women","bachelors_degree",32
2004,NA,"women","bachelors_degree",31.66
2005,NA,"women","bachelors_degree",31.82
2006,NA,"women","bachelors_degree",32.08
2007,NA,"women","bachelors_degree",31.96
2008,NA,"women","bachelors_degree",31.83
2009,NA,"women","bachelors_degree",31.84
2010,NA,"women","bachelors_degree",32.33
2011,NA,"women","bachelors_degree",31.63
2012,NA,"women","bachelors_degree",31.45
2013,NA,"women","bachelors_degree",31.79
2014,NA,"women","bachelors_degree",31.98
2015,NA,"women","bachelors_degree",32.54
2016,NA,"women","bachelors_degree",32.66
2017,NA,"women","bachelors_degree",33.01
2018,NA,"women","bachelors_degree",33.03
2019,NA,"women","bachelors_degree",33.8
2020,NA,"women","bachelors_degree",35.41
2021,NA,"women","bachelors_degree",35.08
2022,NA,"women","bachelors_degree",34.39
1973,NA,"women","high_school",16.97
1974,NA,"women","high_school",16.49
1975,NA,"women","high_school",16.54
1976,NA,"women","high_school",17.01
1977,NA,"women","high_school",16.71
1978,NA,"women","high_school",16.84
1979,NA,"women","high_school",16.94
1980,NA,"women","high_school",16.54
1981,NA,"women","high_school",16.46
1982,NA,"women","high_school",16.63
1983,NA,"women","high_school",16.52
1984,NA,"women","high_school",16.45
1985,NA,"women","high_school",16.6
1986,NA,"women","high_school",16.94
1987,NA,"women","high_school",16.98
1988,NA,"women","high_school",17.08
1989,NA,"women","high_school",16.77
1990,NA,"women","high_school",16.69
1991,NA,"women","high_school",16.97
1992,NA,"women","high_school",16.88
1993,NA,"women","high_school",16.99
1994,NA,"women","high_school",17.2
1995,NA,"women","high_school",16.95
1996,NA,"women","high_school",16.92
1997,NA,"women","high_school",17.11
1998,NA,"women","high_school",17.54
1999,NA,"women","high_school",17.78
2000,NA,"women","high_school",17.87
2001,NA,"women","high_school",18.28
2002,NA,"women","high_school",18.59
2003,NA,"women","high_school",18.85
2004,NA,"women","high_school",18.59
2005,NA,"women","high_school",18.41
2006,NA,"women","high_school",18.32
2007,NA,"women","high_school",18.26
2008,NA,"women","high_school",18.09
2009,NA,"women","high_school",18.7
2010,NA,"women","high_school",18.43
2011,NA,"women","high_school",18.01
2012,NA,"women","high_school",17.82
2013,NA,"women","high_school",17.84
2014,NA,"women","high_school",17.72
2015,NA,"women","high_school",18.05
2016,NA,"women","high_school",18.33
2017,NA,"women","high_school",18.31
2018,NA,"women","high_school",18.49
2019,NA,"women","high_school",18.48
2020,NA,"women","high_school",19.35
2021,NA,"women","high_school",19.36
2022,NA,"women","high_school",18.93
1973,NA,"women","less_than_hs",12.89
1974,NA,"women","less_than_hs",12.87
1975,NA,"women","less_than_hs",12.91
1976,NA,"women","less_than_hs",12.96
1977,NA,"women","less_than_hs",13.08
1978,NA,"women","less_than_hs",13.02
1979,NA,"women","less_than_hs",13.54
1980,NA,"women","less_than_hs",13.22
1981,NA,"women","less_than_hs",13.12
1982,NA,"women","less_than_hs",12.82
1983,NA,"women","less_than_hs",12.72
1984,NA,"women","less_than_hs",12.55
1985,NA,"women","less_than_hs",12.49
1986,NA,"women","less_than_hs",12.59
1987,NA,"women","less_than_hs",12.36
1988,NA,"women","less_than_hs",12.46
1989,NA,"women","less_than_hs",12.25
1990,NA,"women","less_than_hs",12.23
1991,NA,"women","less_than_hs",12.47
1992,NA,"women","less_than_hs",12.54
1993,NA,"women","less_than_hs",12.36
1994,NA,"women","less_than_hs",12.26
1995,NA,"women","less_than_hs",11.84
1996,NA,"women","less_than_hs",11.75
1997,NA,"women","less_than_hs",12.02
1998,NA,"women","less_than_hs",12.4
1999,NA,"women","less_than_hs",12.42
2000,NA,"women","less_than_hs",12.52
2001,NA,"women","less_than_hs",12.9
2002,NA,"women","less_than_hs",12.93
2003,NA,"women","less_than_hs",12.97
2004,NA,"women","less_than_hs",12.77
2005,NA,"women","less_than_hs",12.64
2006,NA,"women","less_than_hs",12.71
2007,NA,"women","less_than_hs",12.96
2008,NA,"women","less_than_hs",12.8
2009,NA,"women","less_than_hs",13.14
2010,NA,"women","less_than_hs",13.08
2011,NA,"women","less_than_hs",13.07
2012,NA,"women","less_than_hs",12.72
2013,NA,"women","less_than_hs",12.62
2014,NA,"women","less_than_hs",12.6
2015,NA,"women","less_than_hs",13.09
2016,NA,"women","less_than_hs",13.11
2017,NA,"women","less_than_hs",13.39
2018,NA,"women","less_than_hs",13.36
2019,NA,"women","less_than_hs",13.96
2020,NA,"women","less_than_hs",14.4
2021,NA,"women","less_than_hs",14.36
2022,NA,"women","less_than_hs",14.33
1973,NA,"women","some_college",18.41
1974,NA,"women","some_college",17.91
1975,NA,"women","some_college",17.91
1976,NA,"women","some_college",18.37
1977,NA,"women","some_college",17.92
1978,NA,"women","some_college",18.17
1979,NA,"women","some_college",18.25
1980,NA,"women","some_college",18.12
1981,NA,"women","some_college",18.13
1982,NA,"women","some_college",18.26
1983,NA,"women","some_college",18.23
1984,NA,"women","some_college",18.44
1985,NA,"women","some_college",18.69
1986,NA,"women","some_college",19.04
1987,NA,"women","some_college",19.25
1988,NA,"women","some_college",19.39
1989,NA,"women","some_college",19.47
1990,NA,"women","some_college",19.48
1991,NA,"women","some_college",19.57
1992,NA,"women","some_college",19.67
1993,NA,"women","some_college",19.82
1994,NA,"women","some_college",19.76
1995,NA,"women","some_college",19.43
1996,NA,"women","some_college",19.55
1997,NA,"women","some_college",19.85
1998,NA,"women","some_college",20.34
1999,NA,"women","some_college",20.55
2000,NA,"women","some_college",20.76
2001,NA,"women","some_college",21.18
2002,NA,"women","some_college",21.59
2003,NA,"women","some_college",21.6
2004,NA,"women","some_college",21.46
2005,NA,"women","some_college",21.25
2006,NA,"women","some_college",21.22
2007,NA,"women","some_college",21.25
2008,NA,"women","some_college",20.99
2009,NA,"women","some_college",21.22
2010,NA,"women","some_college",21.16
2011,NA,"women","some_college",20.64
2012,NA,"women","some_college",20.26
2013,NA,"women","some_college",20.12
2014,NA,"women","some_college",20.14
2015,NA,"women","some_college",20.54
2016,NA,"women","some_college",20.89
2017,NA,"women","some_college",20.83
2018,NA,"women","some_college",20.91
2019,NA,"women","some_college",21.09
2020,NA,"women","some_college",22.35
2021,NA,"women","some_college",21.97
2022,NA,"women","some_college",21.76
1973,NA,NA,"advanced_degree",38.16
1974,NA,NA,"advanced_degree",38.37
1975,NA,NA,"advanced_degree",38.41
1976,NA,NA,"advanced_degree",37.5
1977,NA,NA,"advanced_degree",37.36
1978,NA,NA,"advanced_degree",37.56
1979,NA,NA,"advanced_degree",36.19
1980,NA,NA,"advanced_degree",35.53
1981,NA,NA,"advanced_degree",35.32
1982,NA,NA,"advanced_degree",36.08
1983,NA,NA,"advanced_degree",36.78
1984,NA,NA,"advanced_degree",37.45
1985,NA,NA,"advanced_degree",38.31
1986,NA,NA,"advanced_degree",39.88
1987,NA,NA,"advanced_degree",40.55
1988,NA,NA,"advanced_degree",41.12
1989,NA,NA,"advanced_degree",39.8
1990,NA,NA,"advanced_degree",39.95
1991,NA,NA,"advanced_degree",40.71
1992,NA,NA,"advanced_degree",40.94
1993,NA,NA,"advanced_degree",41.45
1994,NA,NA,"advanced_degree",43.46
1995,NA,NA,"advanced_degree",43.27
1996,NA,NA,"advanced_degree",43.35
1997,NA,NA,"advanced_degree",43.68
1998,NA,NA,"advanced_degree",44.49
1999,NA,NA,"advanced_degree",46.02
2000,NA,NA,"advanced_degree",45.99
2001,NA,NA,"advanced_degree",46.23
2002,NA,NA,"advanced_degree",47.36
2003,NA,NA,"advanced_degree",46.79
2004,NA,NA,"advanced_degree",47.48
2005,NA,NA,"advanced_degree",47.09
2006,NA,NA,"advanced_degree",47.23
2007,NA,NA,"advanced_degree",47.31
2008,NA,NA,"advanced_degree",47.55
2009,NA,NA,"advanced_degree",49.12
2010,NA,NA,"advanced_degree",48.8
2011,NA,NA,"advanced_degree",47.56
2012,NA,NA,"advanced_degree",48.47
2013,NA,NA,"advanced_degree",48.54
2014,NA,NA,"advanced_degree",47.27
2015,NA,NA,"advanced_degree",48.42
2016,NA,NA,"advanced_degree",49.64
2017,NA,NA,"advanced_degree",49.4
2018,NA,NA,"advanced_degree",51.03
2019,NA,NA,"advanced_degree",51.57
2020,NA,NA,"advanced_degree",53.74
2021,NA,NA,"advanced_degree",53.45
2022,NA,NA,"advanced_degree",53.22
1973,NA,NA,"bachelors_degree",32.8
1974,NA,NA,"bachelors_degree",31.69
1975,NA,NA,"bachelors_degree",31.45
1976,NA,NA,"bachelors_degree",31.46
1977,NA,NA,"bachelors_degree",31.07
1978,NA,NA,"bachelors_degree",30.9
1979,NA,NA,"bachelors_degree",30.57
1980,NA,NA,"bachelors_degree",30.04
1981,NA,NA,"bachelors_degree",30.17
1982,NA,NA,"bachelors_degree",30.55
1983,NA,NA,"bachelors_degree",30.73
1984,NA,NA,"bachelors_degree",31.07
1985,NA,NA,"bachelors_degree",31.5
1986,NA,NA,"bachelors_degree",32.67
1987,NA,NA,"bachelors_degree",33.19
1988,NA,NA,"bachelors_degree",33.41
1989,NA,NA,"bachelors_degree",31.89
1990,NA,NA,"bachelors_degree",32.21
1991,NA,NA,"bachelors_degree",31.87
1992,NA,NA,"bachelors_degree",32.16
1993,NA,NA,"bachelors_degree",32.16
1994,NA,NA,"bachelors_degree",32.72
1995,NA,NA,"bachelors_degree",32.86
1996,NA,NA,"bachelors_degree",32.5
1997,NA,NA,"bachelors_degree",33.44
1998,NA,NA,"bachelors_degree",34.97
1999,NA,NA,"bachelors_degree",35.76
2000,NA,NA,"bachelors_degree",36.44
2001,NA,NA,"bachelors_degree",37.07
2002,NA,NA,"bachelors_degree",37.26
2003,NA,NA,"bachelors_degree",37.14
2004,NA,NA,"bachelors_degree",36.78
2005,NA,NA,"bachelors_degree",36.89
2006,NA,NA,"bachelors_degree",36.99
2007,NA,NA,"bachelors_degree",37.23
2008,NA,NA,"bachelors_degree",37.04
2009,NA,NA,"bachelors_degree",37.3
2010,NA,NA,"bachelors_degree",37.42
2011,NA,NA,"bachelors_degree",36.44
2012,NA,NA,"bachelors_degree",36.76
2013,NA,NA,"bachelors_degree",37
2014,NA,NA,"bachelors_degree",36.47
2015,NA,NA,"bachelors_degree",37.96
2016,NA,NA,"bachelors_degree",38.73
2017,NA,NA,"bachelors_degree",38.65
2018,NA,NA,"bachelors_degree",38.87
2019,NA,NA,"bachelors_degree",39.61
2020,NA,NA,"bachelors_degree",41.65
2021,NA,NA,"bachelors_degree",41.32
2022,NA,NA,"bachelors_degree",41.6
